0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-3.7296799595507214e-5,-6.336645512714649e-5,-9.593963623046876e-5,-9.593963623046876e-5,-9.593963623046876e-5,-9.593963623046876e-5,-6.269699531591307e-5,-3.746680266144645e-5,0.0
0.0,-1.3734397521403206e-4,-4.645024972054965e-4,-5.675825619949526e-4,-6.387770175933839e-4,-6.387770175933839e-4,-5.636703998586343e-4,-4.624936625491091e-4,-1.352414994683024e-4,0.0
0.0,-8.301886100555559e-4,-1.7236062143757792e-3,-2.55874805270359e-3,-2.743903976100936e-3,-2.731536337488997e-3,-2.5442818301431133e-3,-1.6960300014679465e-3,-8.277336549679028e-4,0.0
0.0,-2.1898239141803417e-3,-6.0827725648692245e-3,-7.934674135163388e-3,-9.010112423475825e-3,-8.994059700228468e-3,-7.812278773412513e-3,-5.98457201524251e-3,-2.1435653702743694e-3,0.0
0.0,-6.828778577902488e-3,-1.4432135490517214e-2,-2.054976868750958e-2,-2.23854929122898e-2,-2.2180604066000666e-2,-2.0214026446708954e-2,-1.3947049203190467e-2,-6.619813316840303e-3,0.0
0.0,-1.3132362248762802e-2,-3.0684515714670214e-2,-3.935837730838273e-2,-4.367843495118908e-2,-4.3440490388521956e-2,-3.815616232821631e-2,-2.929332423866355e-2,-1.224516254882494e-2,0.0
0.0,-2.4692892964071476e-2,-4.600072046223309e-2,-5.96343821901055e-2,-6.342036811464896e-2,-6.25074059694006e-2,-5.774394879167763e-2,-4.281930671716627e-2,-2.2148750251928237e-2,0.0
0.0,-2.8526876899805646e-2,-4.930281791874301e-2,-5.6519976191056344e-2,-5.959735159003168e-2,-5.928964665741648e-2,-5.439993806789391e-2,-4.581814236514366e-2,-2.4819784065577746e-2,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
